from,to
27977,28048
27977,28181
27978,28022
28151,27980
28223,27980
27980,28243
28454,27980
27980,28664
28154,27981
27981,28343
27981,28552
28571,27982
27983,28227
28272,27983
28706,27983
27985,28629
28241,27986
28654,27986
27987,28165
27987,28669
27988,28172
28206,27988
28077,27989
27989,28212
28376,27990
27990,28445
27991,27994
27991,28340
27991,28543
28018,27992
27992,28685
27993,28022
27994,28149
27994,28366
28477,27994
28438,27995
27995,28503
27995,28599
28640,27995
28133,27996
28549,27996
28631,27996
28197,27997
28383,27997
28582,27997
28095,27998
28386,27998
28637,27998
28390,27999
27999,28425
28507,27999
28001,28216
28305,28001
28002,28049
28002,28205
28002,28489
28003,28409
28003,28711
28004,28625
28004,28705
28005,28526
28005,28651
28006,28122
28332,28007
28374,28007
28478,28008
28555,28008
28008,28675
28193,28009
28307,28010
28149,28011
28011,28706
28353,28012
28675,28012
28065,28013
28219,28013
28259,28013
28020,28014
28014,28077
28319,28014
28420,28014
28170,28015
28275,28015
28293,28015
28318,28015
28679,28015
28016,28153
28156,28016
28017,28133
28017,28147
28017,28204
28249,28017
28019,28469
28145,28020
28020,28205
28021,28139
28157,28021
28213,28021
28363,28021
28021,28472
28022,28216
28023,28382
28023,28398
28024,28118
28024,28297
28468,28024
28716,28024
28025,28146
28025,28188
28025,28454
28026,28282
28530,28027
28715,28027
28198,28028
28340,28028
28028,28429
28029,28060
28030,28528
28031,28071
28031,28255
28358,28031
28691,28031
28032,28570
28032,28654
28158,28033
28204,28034
28143,28035
28559,28035
28064,28036
28539,28036
28726,28036
28398,28037
28483,28037
28037,28659
28235,28038
28038,28485
28642,28038
28702,28038
28207,28039
28039,28359
28479,28039
28040,28223
28040,28280
28041,28252
28513,28041
28042,28133
28147,28042
28319,28042
28043,28304
28043,28529
28646,28044
28045,28289
28047,28209
28200,28048
28049,28489
28050,28506
28050,28589
28052,28473
28053,28260
28377,28053
28242,28054
28054,28298
28054,28586
28160,28055
28425,28055
28056,28068
28057,28224
28057,28361
28058,28291
28058,28535
28628,28058
28710,28058
28725,28059
28060,28229
28060,28419
28060,28681
28061,28178
28111,28062
28062,28208
28414,28062
28583,28062
28062,28626
28063,28387
28063,28561
28667,28063
28064,28333
28569,28064
28065,28109
28066,28567
28067,28105
28067,28367
28067,28477
28068,28232
28358,28068
28069,28445
28464,28069
28555,28069
28070,28136
28126,28071
28225,28071
28307,28071
28072,28100
28480,28072
28224,28073
28073,28334
28134,28074
28074,28425
28507,28074
28083,28075
28077,28140
28508,28077
28552,28078
28609,28078
28079,28302
28079,28311
28079,28496
28568,28079
28591,28080
28080,28632
28684,28080
28254,28081
28529,28081
28669,28081
28699,28082
28083,28382
28084,28109
28259,28084
28084,28548
28086,28200
28262,28087
28087,28690
28187,28088
28088,28302
28443,28088
28088,28724
28189,28089
28089,28648
28336,28090
28347,28090
28436,28090
28090,28458
28091,28271
28092,28166
28579,28092
28093,28463
28093,28526
28558,28093
28093,28651
28094,28579
28094,28682
28290,28095
28454,28095
28527,28095
28711,28095
28255,28096
28096,28383
28096,28576
28691,28096
28279,28097
28097,28417
28097,28602
28098,28488
28099,28269
28295,28099
28193,28100
28100,28593
28609,28100
28102,28101
28156,28101
28101,28244
28332,28101
28101,28521
28331,28102
28102,28373
28102,28725
28103,28164
28103,28673
28104,28643
28366,28105
28367,28105
28477,28105
28107,28120
28275,28107
28633,28107
28209,28108
28108,28598
28108,28663
28548,28109
28110,28440
28630,28110
28110,28646
28111,28392
28414,28111
28583,28111
28215,28112
28112,28238
28112,28392
28113,28245
28113,28700
28187,28114
28114,28302
28114,28534
28114,28537
28303,28115
28508,28115
28115,28597
28115,28695
28116,28222
28308,28116
28346,28116
28117,28366
28117,28367
28117,28477
28297,28118
28118,28580
28119,28296
28326,28119
28119,28476
28715,28119
28404,28120
28121,28643
28270,28122
28122,28362
28122,28374
28123,28197
28123,28401
28123,28683
28693,28123
28140,28124
28212,28124
28124,28360
28218,28125
28531,28125
28125,28544
28363,28128
28467,28128
28129,28589
28338,28130
28130,28652
28131,28260
28412,28131
28132,28212
28306,28132
28147,28133
28133,28718
28134,28425
28494,28136
28137,28254
28137,28408
28138,28162
28138,28325
28138,28607
28683,28138
28213,28139
28363,28139
28467,28139
28212,28140
28360,28140
28594,28141
28141,28648
28142,28310
28142,28372
28142,28513
28143,28211
28143,28440
28143,28630
28430,28144
28453,28144
28509,28144
28145,28179
28145,28236
28280,28146
28368,28146
28340,28148
28148,28477
28148,28706
28706,28149
28150,28431
28599,28150
28151,28670
28153,28292
28163,28154
28703,28154
28226,28155
28155,28644
28156,28208
28363,28157
28157,28467
28158,28236
28482,28159
28708,28159
28161,28539
28162,28677
28712,28164
28254,28165
28165,28411
28165,28671
28165,28699
28254,28166
28166,28579
28167,28354
28195,28168
28223,28168
28724,28168
28490,28169
28564,28169
28624,28170
28499,28171
28635,28172
28330,28176
28207,28177
28202,28178
28250,28178
28178,28627
28179,28205
28430,28180
28181,28604
28675,28182
28640,28183
28402,28184
28184,28413
28184,28447
28184,28674
28185,28387
28185,28520
28186,28189
28186,28372
28608,28186
28267,28187
28311,28187
28187,28428
28534,28187
28188,28280
28441,28189
28616,28189
28190,28572
28638,28191
28209,28192
28399,28192
28192,28476
28593,28193
28194,28243
28369,28194
28194,28539
28566,28194
28664,28195
28196,28201
28423,28196
28498,28196
28590,28197
28537,28201
28202,28357
28202,28550
28203,28436
28649,28203
28203,28684
28249,28204
28375,28205
28300,28206
28206,28478
28207,28426
28583,28208
28209,28550
28505,28210
28559,28211
28630,28211
28211,28692
28363,28213
28399,28214
28441,28215
28639,28215
28305,28216
28217,28235
28260,28217
28217,28412
28217,28689
28402,28218
28531,28218
28544,28218
28660,28218
28219,28514
28642,28220
28685,28220
28221,28422
28221,28486
28221,28661
28222,28365
28422,28223
28454,28223
28361,28224
28250,28226
28227,28366
28228,28657
28681,28229
28230,28437
28231,28494
28232,28346
28232,28358
28232,28560
28232,28691
28261,28233
28233,28334
28234,28277
28234,28500
28704,28234
28235,28689
28618,28236
28237,28265
28556,28237
28636,28237
28238,28441
28545,28238
28238,28639
28239,28256
28239,28608
28641,28240
28654,28241
28376,28242
28445,28242
28280,28243
28726,28243
28292,28244
28312,28244
28481,28244
28345,28245
28245,28380
28544,28245
28246,28589
28247,28610
28248,28525
28480,28249
28249,28601
28609,28249
28598,28250
28306,28251
28508,28251
28597,28251
28253,28278
28301,28253
28253,28493
28618,28253
28682,28254
28307,28255
28255,28588
28396,28256
28565,28256
28548,28259
28377,28260
28412,28260
28272,28262
28294,28262
28522,28262
28262,28690
28296,28263
28263,28540
28337,28264
28265,28702
28266,28482
28266,28708
28266,28720
28311,28267
28374,28267
28268,28430
28453,28268
28268,28509
28362,28270
28270,28633
28276,28271
28553,28273
28273,28556
28274,28553
28404,28275
28277,28447
28618,28278
28279,28615
28280,28321
28281,28392
28568,28281
28284,28437
28633,28284
28634,28284
28284,28679
28330,28285
28285,28723
28286,28678
28287,28468
28287,28616
28384,28288
28405,28288
28432,28288
28450,28289
28519,28289
28291,28473
28535,28291
28293,28378
28633,28293
28294,28421
28488,28294
28294,28492
28385,28295
28296,28540
28296,28614
28296,28715
28298,28376
28299,28584
28389,28300
28493,28301
28301,28647
28537,28302
28303,28695
28483,28304
28589,28304
28597,28306
28560,28308
28567,28309
28496,28311
28311,28707
28312,28342
28312,28428
28313,28465
28714,28313
28345,28314
28590,28315
28677,28315
28693,28315
28575,28316
28611,28316
28511,28317
28317,28553
28525,28318
28489,28319
28549,28319
28427,28320
28320,28497
28320,28561
28667,28320
28322,28518
28322,28588
28322,28666
28444,28324
28324,28635
28325,28563
28325,28640
28578,28327
28327,28579
28682,28327
28709,28328
28329,28686
28439,28330
28428,28331
28331,28481
28428,28332
28333,28389
28435,28333
28335,28389
28478,28335
28336,28458
28336,28564
28338,28652
28705,28338
28339,28371
28339,28377
28339,28412
28339,28553
28339,28689
28367,28340
28496,28342
28446,28343
28343,28452
28552,28343
28703,28343
28417,28345
28345,28484
28674,28345
28462,28348
28348,28501
28572,28348
28349,28497
28561,28349
28687,28349
28406,28350
28418,28350
28709,28350
28351,28524
28351,28683
28352,28580
28352,28716
28354,28434
28355,28605
28592,28356
28476,28357
28551,28357
28357,28622
28691,28358
28359,28619
28360,28375
28361,28384
28364,28704
28366,28367
28366,28477
28670,28368
28400,28369
28370,28666
28594,28372
28373,28521
28374,28434
28534,28374
28377,28385
28393,28378
28437,28378
28378,28634
28379,28531
28380,28531
28380,28603
28660,28380
28380,28700
28523,28381
28398,28382
28383,28596
28629,28383
28384,28708
28386,28711
28495,28387
28387,28619
28417,28391
28723,28391
28403,28392
28437,28393
28393,28679
28694,28393
28394,28502
28565,28396
28396,28670
28397,28572
28483,28398
28398,28529
28399,28476
28399,28550
28399,28622
28400,28404
28517,28400
28400,28568
28590,28401
28677,28401
28401,28683
28405,28719
28418,28406
28406,28546
28471,28408
28505,28410
28411,28699
28456,28412
28689,28412
28484,28413
28413,28674
28688,28413
28592,28414
28546,28418
28419,28591
28681,28419
28421,28463
28421,28492
28522,28421
28424,28566
28424,28569
28661,28424
28726,28424
28425,28507
28504,28430
28535,28433
28433,28628
28525,28435
28458,28436
28690,28438
28630,28440
28440,28646
28440,28692
28441,28616
28709,28442
28443,28498
28443,28707
28444,28635
28446,28523
28446,28703
28674,28447
28716,28448
28606,28449
28589,28450
28452,28533
28522,28455
28485,28456
28457,28551
28458,28460
28458,28490
28458,28564
28459,28630
28459,28646
28459,28692
28497,28461
28501,28462
28462,28572
28462,28585
28696,28462
28512,28463
28558,28463
28573,28463
28463,28690
28465,28653
28465,28685
28658,28466
28469,28533
28488,28470
28509,28473
28535,28473
28710,28473
28474,28487
28476,28550
28612,28478
28520,28479
28479,28561
28480,28523
28593,28480
28522,28482
28482,28717
28483,28645
28711,28487
28573,28488
28595,28488
28489,28631
28492,28595
28690,28492
28557,28493
28493,28647
28494,28511
28497,28520
28498,28724
28499,28506
28501,28668
28502,28577
28503,28690
28615,28505
28512,28651
28517,28701
28517,28707
28518,28588
28523,28552
28523,28655
28677,28524
28524,28693
28525,28679
28525,28694
28526,28697
28609,28528
28547,28530
28531,28700
28533,28703
28535,28628
28538,28600
28562,28539
28551,28540
28540,28611
28705,28542
28706,28543
28545,28639
28718,28549
28575,28551
28647,28557
28558,28651
28558,28697
28576,28560
28562,28569
28566,28600
28617,28567
28620,28568
28572,28586
28578,28579
28638,28578
28645,28578
28579,28623
28669,28579
28671,28579
28581,28718
28585,28668
28585,28696
28691,28588
28659,28589
28596,28590
28591,28649
28684,28591
28663,28598
28697,28599
28656,28602
28660,28603
28718,28603
28606,28667
28640,28607
28610,28623
28682,28610
28658,28614
28656,28615
28618,28647
28682,28623
28705,28623
28624,28701
28652,28625
28625,28705
28627,28680
28681,28628
28646,28630
28649,28632
28684,28632
28633,28673
28670,28637
28638,28669
28682,28638
28645,28669
28648,28713
28649,28684
28721,28653
28676,28654
28703,28655
28693,28658
28696,28668
28672,28674
28673,28701
28674,28688
28698,28674
28692,28686
